surface_profile,direction_mode,env,profile_seed,split,outcome,passes,quality_ok,safety_ok,included_in_bc,contact_steps,sensor_fault_steps,gu_final,ra_final_um,rz_final_um,scratch_final_um,clearcoat_min_um
factory_prepolish_deep_stress,same_xx,8,3620,train,success,1,True,True,True,2805,0,74.60406273854709,0.09055575483896121,0.9045327401104842,1.0623572664043346,40.17978968205428
factory_prepolish_deep_stress,same_xx,9,3717,train,success,1,True,True,True,3001,0,75.4088833025798,0.09606318231009707,1.2667290396169668,1.2083373358871423,41.484702277754316
factory_prepolish_deep_stress,same_xx,13,4105,train,success,1,True,True,True,3006,0,74.02767699691063,0.10085668958128992,1.3552838490873893,1.1300339770478613,42.17456113583743
factory_prepolish_deep_stress,same_xx,0,2844,train,success,1,True,True,True,3015,0,75.10601540371867,0.09072352179055738,1.2777848227089792,1.196207494298795,43.01455889700098
factory_prepolish_deep_stress,same_xx,10,3814,test,success,1,True,True,True,3091,0,74.13558317946148,0.10356744182151671,0.9205671948740484,0.8057485733064597,42.593770718027876
factory_prepolish_deep_stress,same_xx,12,4008,train,success,1,True,True,True,3116,0,74.62104803267765,0.109878018231208,1.6788340976315326,0.9673102625618782,43.82731162855307
factory_prepolish_deep_stress,same_xx,3,3135,validation,success,1,True,True,True,3134,0,73.22359294971162,0.10043712272359225,1.0982328125302532,0.813787810561734,41.59032267103681
factory_prepolish_deep_stress,same_xx,6,3426,validation,success,1,True,True,True,3139,0,74.20972269531919,0.10310429195391226,0.9578977261490718,0.7563620323363079,43.581618975957795
factory_prepolish_deep_stress,same_xx,1,2941,train,success,1,True,True,True,3161,0,72.5895209086964,0.10533542620235371,1.1341112214745823,0.8528271571961271,44.173063154595894
factory_prepolish_deep_stress,same_xx,4,3232,train,success,1,True,True,True,3234,0,70.59721380347993,0.13386546046659478,1.7418846775861194,1.0903347291947931,41.86954290876449
factory_prepolish_deep_stress,same_xx,5,3329,test,success,1,True,True,True,3271,0,72.17597804377628,0.08956766038387418,1.5431408077467046,1.1724265602854163,42.06251495547791
factory_prepolish_deep_stress,same_xx,2,3038,train,success,1,True,True,True,3297,0,72.01552582176755,0.08931573209897004,1.260214603148512,1.030798921147544,42.55121007975503
factory_prepolish_deep_stress,same_xx,11,3911,train,success,1,True,True,True,3340,0,72.18272626574377,0.10702505473363355,1.468160262792908,0.9253736745628487,43.1552949800766
factory_prepolish_deep_stress,same_xx,7,3523,train,success,1,True,True,True,3374,0,73.37267296248422,0.14236067769651023,1.667177034768235,0.9816499494042746,42.232394379859805
