surface_profile,direction_mode,env,profile_seed,split,outcome,passes,quality_ok,safety_ok,included_in_bc,contact_steps,sensor_fault_steps,gu_final,ra_final_um,rz_final_um,scratch_final_um,clearcoat_min_um
factory_prepolish,cross_xy,12,4008,train,success,1,True,True,True,2566,0,77.3014766395975,0.07871498546624599,0.6508125098916244,0.0,43.82315576118147
factory_prepolish,cross_xy,0,2844,train,success,1,True,True,True,2567,0,77.2627974640438,0.07988477839477919,0.7070935629958858,0.0,43.01515256073461
factory_prepolish,cross_xy,1,2941,train,success,1,True,True,True,2567,0,75.24450395382597,0.08970990397156842,0.7774962897685549,0.21572178242517862,44.33132403711245
factory_prepolish,cross_xy,7,3523,train,success,1,True,True,True,2567,0,77.15209785417777,0.08321238168195387,0.6631763871914935,0.0,42.25668958051698
factory_prepolish,cross_xy,8,3620,train,success,1,True,True,True,2567,0,76.42031133541246,0.08750545817144954,0.6970222118386563,0.1432181229662684,40.44506067341063
factory_prepolish,cross_xy,9,3717,train,success,1,True,True,True,2567,0,76.50672126901978,0.08997189765133504,0.7917703489739775,0.0,41.49513826024701
factory_prepolish,cross_xy,10,3814,test,success,1,True,True,True,2567,0,77.14340744543699,0.08213659002741978,0.6585577411254339,0.0,42.58738155373636
factory_prepolish,cross_xy,13,4105,train,success,1,True,True,True,2567,0,76.36313574916002,0.09035799685602187,0.741576977416839,0.0,42.329752321069044
factory_prepolish,cross_xy,17,4493,validation,success,1,True,True,True,2567,0,77.19385874771747,0.08314226994568297,0.6810536256073634,0.0,41.301006941866284
factory_prepolish,cross_xy,15,4299,train,success,1,True,True,True,2568,0,76.72518107852156,0.08226698705424773,0.7079224658209411,0.0,41.23416331388305
factory_prepolish,cross_xy,6,3426,validation,success,1,True,True,True,2569,0,75.18869925172709,0.08373482792945995,0.7340363232360448,0.36739897725213433,43.59371581057973
factory_prepolish,cross_xy,11,3911,train,success,1,True,True,True,2584,0,75.83758291682935,0.08234457336742733,0.707935984852012,0.3298344162417852,43.158269310294536
factory_prepolish,cross_xy,2,3038,train,success,1,True,True,True,2792,0,73.62286743218851,0.0962012652246692,0.8661697920793108,0.4438623905328599,42.55503326912979
factory_prepolish,cross_xy,14,4202,test,success,1,True,True,True,2846,0,75.42795809239732,0.10572291074446634,0.8399914639145902,0.3123089095027655,42.06847456423717
factory_prepolish,cross_xy,3,3135,validation,success,1,True,True,True,2855,0,74.08355438494876,0.0896390619128046,0.7966727499440767,0.322152210339008,41.60790198556354
factory_prepolish,cross_xy,4,3232,train,success,1,True,True,True,2909,0,73.25248229138315,0.1059285490691171,0.8671866587295667,0.28803136094754667,41.883949433438204
factory_prepolish,cross_xy,5,3329,test,success,1,True,True,True,2934,0,73.80927256423715,0.08618640754582599,0.883115693594044,0.4386499858679078,42.04416304482229
factory_prepolish,cross_xy,16,4396,train,success,1,True,True,True,2963,0,72.86283300713004,0.08984119242257058,0.8506941745711423,0.5220710713727712,42.390948358741035
