surface_profile,direction_mode,env,profile_seed,split,outcome,passes,quality_ok,safety_ok,included_in_bc,contact_steps,sensor_fault_steps,gu_final,ra_final_um,rz_final_um,scratch_final_um,clearcoat_min_um
factory_prepolish,same_xx,12,4008,train,success,1,True,True,True,2566,0,77.29721103605216,0.07797415888191922,0.6573186684196091,0.0,43.828674126909114
factory_prepolish,same_xx,22,4978,train,success,1,True,True,True,2566,0,76.914753583064,0.08302152426129743,0.683317534650758,0.0,42.64185054648588
factory_prepolish,same_xx,25,5269,train,success,1,True,True,True,2566,0,76.86101574499709,0.08819452394270817,0.7434065520111584,0.0,42.30159432767552
factory_prepolish,same_xx,27,5463,validation,success,1,True,True,True,2566,0,77.07242767262751,0.08258833153235341,0.6675946760203206,0.0,44.22834548664439
factory_prepolish,same_xx,37,6433,train,success,1,True,True,True,2566,0,74.57487102644367,0.08924702080476572,0.7512259391150438,0.14935771099438305,43.416780658713925
factory_prepolish,same_xx,0,2844,train,success,1,True,True,True,2567,0,77.25486054160334,0.08023547744162488,0.7059079228679366,0.0,43.016677014850316
factory_prepolish,same_xx,1,2941,train,success,1,True,True,True,2567,0,75.07324717232484,0.09004905960419778,0.780981365416656,0.22242935017644525,44.3254926237224
factory_prepolish,same_xx,7,3523,train,success,1,True,True,True,2567,0,77.16902478556908,0.08295362074752002,0.6583300833686637,0.0,42.27315187152928
factory_prepolish,same_xx,8,3620,train,success,1,True,True,True,2567,0,76.39534439379965,0.0874181075243636,0.6956023886991589,0.14433043414822233,40.4327297378842
factory_prepolish,same_xx,9,3717,train,success,1,True,True,True,2567,0,76.53029135590046,0.09049770204712138,0.7825637553190229,0.0,41.48527626602421
factory_prepolish,same_xx,10,3814,test,success,1,True,True,True,2567,0,77.13831472476096,0.0825191036083362,0.6685388111216595,0.0,42.59524455462432
factory_prepolish,same_xx,13,4105,train,success,1,True,True,True,2567,0,76.36221779939935,0.0904678850120632,0.7447660112166388,0.0,42.31484741260168
factory_prepolish,same_xx,17,4493,validation,success,1,True,True,True,2567,0,77.17378023271647,0.08332888049411401,0.6844638171344557,0.0,41.307910472484835
factory_prepolish,same_xx,18,4590,train,success,1,True,True,True,2567,0,72.0488188425807,0.0830216549717976,0.6999955728679119,0.30576845746627124,40.9482157725711
factory_prepolish,same_xx,19,4687,test,success,1,True,True,True,2567,0,76.6087203528056,0.08661349286164796,0.7293309266337287,0.0,43.20527980294689
factory_prepolish,same_xx,20,4784,train,success,1,True,True,True,2567,0,74.77448809745194,0.08876376743618856,0.7836637114141429,0.17767604626605027,41.904456218114916
factory_prepolish,same_xx,23,5075,validation,success,1,True,True,True,2567,0,76.59106737866996,0.08984775064742807,0.7295236508986394,0.0,42.232212974354994
factory_prepolish,same_xx,28,5560,train,success,1,True,True,True,2567,0,75.23664819779722,0.08202993209939136,0.6564430820370335,0.18246509897424118,43.85192309769123
factory_prepolish,same_xx,29,5657,train,success,1,True,True,True,2567,0,76.78957160657497,0.08684731546832469,0.7048069953966545,0.0,42.074572291442166
factory_prepolish,same_xx,31,5851,train,success,1,True,True,True,2567,0,77.09774999822021,0.08318577680176008,0.707433394191877,0.0,41.27307322093313
factory_prepolish,same_xx,15,4299,train,success,1,True,True,True,2568,0,76.69867847428374,0.08243070925735785,0.7147037419733875,0.0,41.247585848016456
factory_prepolish,same_xx,21,4881,train,success,1,True,True,True,2568,0,74.37285356727465,0.08466976458309741,0.7616696109260535,0.29464495598286977,42.380078299577235
factory_prepolish,same_xx,30,5754,train,success,1,True,True,True,2568,0,77.24695715921337,0.08430320756091594,0.676088489520805,0.0,40.98183170650194
factory_prepolish,same_xx,6,3426,validation,success,1,True,True,True,2569,0,75.17931113909519,0.083803340635984,0.7384012404127834,0.36529352965464945,43.58178151694963
