surface_profile,direction_mode,env,profile_seed,split,outcome,passes,quality_ok,safety_ok,included_in_bc,contact_steps,sensor_fault_steps,gu_final,ra_final_um,rz_final_um,scratch_final_um,clearcoat_min_um
factory_prepolish_deep_defect,cross_xy,8,3620,train,success,1,True,True,True,2809,0,75.55059983866784,0.08834862393205092,0.8057240057636672,0.635097557753557,40.20722984743696
factory_prepolish_deep_defect,cross_xy,0,2844,train,success,1,True,True,True,2930,0,75.48972467004063,0.08377656187472865,1.0006067942195456,0.7558857252536815,43.012588349664725
factory_prepolish_deep_defect,cross_xy,6,3426,validation,success,1,True,True,True,2971,0,74.42728407982673,0.09518918640089599,0.8463849357326962,0.4036158279569516,43.593424814988616
factory_prepolish_deep_defect,cross_xy,9,3717,train,success,1,True,True,True,3032,0,75.65602676106883,0.09552915153130259,1.0822092757143835,0.7757150225258334,41.47646942298298
factory_prepolish_deep_defect,cross_xy,10,3814,test,success,1,True,True,True,3083,0,74.61134748820157,0.10021967830455676,0.8340915656949729,0.44133484016493096,42.58571289778446
factory_prepolish_deep_defect,cross_xy,1,2941,train,success,1,True,True,True,3101,0,73.21780703383227,0.10099582638951429,0.9917849488164827,0.4752304352044874,44.170611214815956
factory_prepolish_deep_defect,cross_xy,3,3135,validation,success,1,True,True,True,3162,0,73.55549463811734,0.09777934364850464,0.9230040989272922,0.4629594375309854,41.606926995058004
factory_prepolish_deep_defect,cross_xy,11,3911,train,success,1,True,True,True,3166,0,72.8156320494341,0.09949336156729957,1.0574500420900834,0.5725840931307281,43.15693422576145
factory_prepolish_deep_defect,cross_xy,2,3038,train,success,1,True,True,True,3252,0,72.30125719229942,0.08733144032517395,0.9947543026261022,0.6098965375174142,42.55503019448573
factory_prepolish_deep_defect,cross_xy,5,3329,test,success,1,True,True,True,3274,0,72.42280616660996,0.08622216486590649,1.1196577501476415,0.757271873739451,42.04635193148643
factory_prepolish_deep_defect,cross_xy,4,3232,train,success,1,True,True,True,3353,0,71.24961120007315,0.13500160128813873,1.2793772703863866,0.6882978619973861,41.83397410333017
factory_prepolish_deep_defect,cross_xy,7,3523,train,success,1,True,True,True,3372,0,74.20289435057292,0.13188702421173049,1.1013261985547698,0.5875412167343531,42.20343361711482
